price,price_m2,ads,date
215000,3071,https://www.nehnutelnosti.sk/4942109/ciastocne-zrekonstruovany-3-izbovy-byt-na-silvanskej-ul-v-bratislave/,2022-12-07
205000,2628,https://www.nehnutelnosti.sk/4861734/predaj-skvely-4-izbovy-byt-dubravka-3d-obhliadka/,2022-12-07
199000,2863,https://www.nehnutelnosti.sk/4876175/predaj-vyborne-miesto-3i-byt-pod-lesom-veternicova-karlova-ves/,2022-12-07
242990,3240,https://www.nehnutelnosti.sk/4941956/zrekonstruovany-3-izbovy-byt-s-lodziou-pod-lesom-na-barine-lamac/,2022-12-07
230000,3347,https://www.nehnutelnosti.sk/4941943/ponukame-3-izbovy-byt-na-ulici-jana-stanislava-s-balkonom-aj-loggiou/,2022-12-07
349900,2160,https://www.nehnutelnosti.sk/4923205/3i-byt-v-rodinnej-vile-v-uzatvorenom-areali/,2022-12-07
191000,2768,https://www.nehnutelnosti.sk/4941859/3-izbovy-byt-vo-vybornej-lokalite/,2022-12-07
240000,3038,https://www.nehnutelnosti.sk/4905291/priestranny-3-izbovy-byt-v-dobrej-lokalite-jana-stanislava-240-000-eur/,2022-12-07
195000,2768,https://www.nehnutelnosti.sk/4906496/priestranny-3-izbovy-byt-na-dlhych-dieloch-v-blizkosti-lesa-a-rakuska/,2022-12-07
160000,2667,https://www.nehnutelnosti.sk/4941637/predaj-3-izbovy-byt-na-agatovej-ulici/,2022-12-07
170000,2833,https://www.nehnutelnosti.sk/4690297/3-izb-byt-v-novostavbe-na-agatovej-ul-v-dubravke/,2022-12-07
224900,3073,https://www.nehnutelnosti.sk/4864083/zrekonstruovany-3-izb-byt-na-beniakovej-ul-na-dlhych-dieloch/,2022-12-07
195000,2566,https://www.nehnutelnosti.sk/4822693/3-izb-byt-s-loggiou-na-nejedleho-ul-v-dubravke/,2022-12-07
240000,3492,https://www.nehnutelnosti.sk/4903905/ciastocne-zrekonstruovany-3-izb-byt-na-ul-jana-stanislava-na-dlhych-dieloch/,2022-12-07
199000,3002,https://www.nehnutelnosti.sk/4941551/3-izbovy-byt-s-velkou-loggiou-a-garazou-v-dubravke/,2022-12-07
246000,3417,https://www.nehnutelnosti.sk/4935367/pribisova-charizmaticky-3i-byt-s-lodziou/,2022-12-07
218000,3354,https://www.nehnutelnosti.sk/4702308/rezervovane-predaj-pekneho-3-izb-bytu-karlova-ves-ul-pupavova-72-m2/,2022-12-07
194900,2756,https://www.nehnutelnosti.sk/4931587/slnecny-3-izbovy-byt-s-krasnymi-vyhladmi-a-velkou-lodziou-7-32-m2/,2022-12-07
240000,3478,https://www.nehnutelnosti.sk/4870201/celkova-komplexna-rekonstrukcia-3-izbovy-byt-s-velkou-lodziou-v-karlovej-vsi/,2022-12-07
209900,2999,https://www.nehnutelnosti.sk/4864830/nova-cena-prijemny-3-izbovy-byt-v-blizkosti-lesa-po-ciastocnej-rekonstrukcii-ul-saratovska/,2022-12-07
169900,2697,https://www.nehnutelnosti.sk/4905377/na-predaj-prijemny-3-izb-byt-dubravka-63-m2-169900-eur/,2022-12-07
229990,3433,https://www.nehnutelnosti.sk/4899582/3-izbovy-byt-na-predaj-bratislava-karlova-ves/,2022-12-07
209990,3088,https://www.nehnutelnosti.sk/4848503/predaj-3-izb-bytu-v-karlovej-vsi/,2022-12-07
239900,3477,https://www.nehnutelnosti.sk/4845255/na-predaj-exkluzivny-3-izb-byt-dubravka-239900-eur/,2022-12-07
264900,3192,https://www.nehnutelnosti.sk/4838289/predaj-3-izb-bytu-v-dubravke/,2022-12-07
249990,3968,https://www.nehnutelnosti.sk/4827870/predaj-3-izb-byt-karlova-ves/,2022-12-07
219900,2603,https://www.nehnutelnosti.sk/4938201/skvele-byvanie-pre-rodinu-velky-4i-byt-v-nizkom-dome-84-49m2-10-6m2-loggia-v-prijemnom-prostredi/,2022-12-07
205000,3203,https://www.nehnutelnosti.sk/4885953/predaj-3-izb-bytu-v-tichom-prostredi-s-mnozstvom-zelene-v-karlovej-vsi/,2022-12-07
328000,3685,https://www.nehnutelnosti.sk/4855879/priestranny-3-izbovy-byt-kresankova-ulica-bratislava-karlova-ves/,2022-12-07
209900,2836,https://www.nehnutelnosti.sk/4941392/slnecny-3-izbovy-byt-v-lokalite-plnej-zelene-karloveska-ulica/,2022-12-07
225000,2968,https://www.nehnutelnosti.sk/4941391/slnecny-3-izbovy-byt-v-lokalite-plnej-zelene-bagarova-ulica/,2022-12-07
263900,3183,https://www.nehnutelnosti.sk/4918507/velky-3-izbovy-byt-blizko-lesa-dlhe-diely-karlova-ves/,2022-12-07
230000,3124,https://www.nehnutelnosti.sk/4885668/na-predaj-3-izbovy-byt-na-dlhych-dieloch-jamnickeho/,2022-12-07
243600,3783,https://www.nehnutelnosti.sk/4941206/3-izbovy-zrekonstruovany-byt-vo-vyssom-standarde-na-predaj/,2022-12-07
222000,3041,https://www.nehnutelnosti.sk/4893168/na-predaj-slnecny-3-izbovy-byt-v-karlovej-vsi/,2022-12-07
214000,3038,https://www.nehnutelnosti.sk/4893098/predaj-3-izbovy-byt-pribisova-karlova-ves/,2022-12-07
1,0,https://www.nehnutelnosti.sk/4895874/afyreal-rezervovane-video-predaj-3izb-byt-loggia-pod-lesom-po-rekonstrukcii-pri-krizi-vid/,2022-12-07
379900,4469,https://www.nehnutelnosti.sk/4895416/rezervovanebyvanie-v-susedstve-s-prirodou-3-izbovy-byt-v-novostavbe-zahradne-vily/,2022-12-07
379900,4469,https://www.nehnutelnosti.sk/4917699/rezervovanebyvanie-v-susedstve-s-prirodou-3-izbovy-byt-v-novostavbe-zahradne-vily/,2022-12-07
199900,2897,https://www.nehnutelnosti.sk/4923489/3-izb-byt-po-rekonstrukcii-s-krasnym-vyhladom-moznost-kupit-garaz-hlavacikova/,2022-12-07
269900,2782,https://www.nehnutelnosti.sk/4891792/byt-s-vlastnym-kurenim-setri-vase-naklady-na-byvanie/,2022-12-07
179900,2367,https://www.nehnutelnosti.sk/4856162/rezervovany-tichy-3-izbovy-byt-pupavova-ba-iv/,2022-12-07
203000,3030,https://www.nehnutelnosti.sk/4841443/p-r-e-d-a-j-3-izb-byt-usiakova/,2022-12-07
235000,2701,https://www.nehnutelnosti.sk/4937341/comfort-living-ponuka-4-izbovy-byt-v-dubravke/,2022-12-07
325000,4392,https://www.nehnutelnosti.sk/4935816/comfort-living-ponuka-priestranny-3-izbovy-byt-v-skolaudovanej-novostavbe/,2022-12-07
200000,2985,https://www.nehnutelnosti.sk/4940414/predam-3-izbovy-byt-v-bratislave-dubravke/,2022-12-07
225000,3169,https://www.nehnutelnosti.sk/4873929/predaj-trojizbovy-byt-bratislava-dubravka-janka-alexyho-znizena-cena-exkluzivne-halo-reality/,2022-12-07
219900,3383,https://www.nehnutelnosti.sk/4904934/predaj-trojizbovy-byt-bratislava-dubravka-nejedleho-exkluzivne-halo-reality/,2022-12-07
155000,2719,https://www.nehnutelnosti.sk/4696686/predaj-trojizbovy-byt-bratislava-dubravka-agatova-novostavba/,2022-12-07
209900,2999,https://www.nehnutelnosti.sk/4910353/rezervovane-predaj-trojizbovy-byt-bratislava-dubravka-pri-krizi/,2022-12-07
230000,3239,https://www.nehnutelnosti.sk/4918236/predaj-trojizbovy-byt-bratislava-karlova-ves-dlhe-diely-ulica-jana-stanislava/,2022-12-07
239900,3454,https://www.nehnutelnosti.sk/4897232/drobneho-3i-byt-s-loggiou-po-kompletnej-novej-rekonstrukcii/,2022-12-07
234900,3677,https://www.nehnutelnosti.sk/4939784/pupavova-3i-byt-s-klimatizaciou-a-velkou-loggiou-po-kompletnej-rekonstrukcii-na-kluc/,2022-12-07
420000,3500,https://www.nehnutelnosti.sk/4831681/ponukame-na-predaj-trojizbovy-byt-s-krasnym-vyhladom-na-dlhych-dieloch/,2022-12-07
319900,4323,https://www.nehnutelnosti.sk/4882930/predaj-3-izb-bytu-s-balkonom-a-parkovacim-miestom-v-5-rocnej-novostavbe-bytoveho-domu-rezidencny/,2022-12-07
204900,3152,https://www.nehnutelnosti.sk/4895177/predaj-3-izbovy-byt-s-loggiou-na-skok-od-stareho-mesta-i-prirody-bratislava-karlova-ves-cena-2/,2022-12-07
259000,2643,https://www.nehnutelnosti.sk/4874456/predaj-3-izb-byt-98-m2-malokarp-nam-lamac-velka-loggia-na-investiciu/,2022-12-07
285000,3167,https://www.nehnutelnosti.sk/4872242/priestranny-3-izbovy-byt-v-mlynskej-doline/,2022-12-07
205000,3060,https://www.nehnutelnosti.sk/4938844/predaj-3-izbovy-byt-v-dubravke-s-velkou-lodziou/,2022-12-07
185000,2502,https://www.nehnutelnosti.sk/4923723/znalecky-posudok-k-bytu-3-izb-byt-kompletna-rek-nepriechodne-izby-zariadeny-ticha-lokalita/,2022-12-07
180000,2951,https://www.nehnutelnosti.sk/4909957/povodny-stav-3-izb-byt-liscie-udolie-pupavova-karlova-ves/,2022-12-07
200000,2584,https://www.nehnutelnosti.sk/4899653/predaj-3-izboveho-bytu-v-dubravke-na-huscavovej-ulici/,2022-12-07
200000,2857,https://www.nehnutelnosti.sk/4938754/pre-konkretneho-klienta-hladame-3izb-byt-do-200-000-v-dubravke/,2022-12-07
209000,3270,https://www.nehnutelnosti.sk/4880724/predaj-uplne-bezbarierovy-3-izb-byt-s-loggiou-na-pusta-ulica-bratislava-karlova-ves/,2022-12-07
320000,5246,https://www.nehnutelnosti.sk/4858630/predam-3-izbovy-byt/,2022-12-07
204990,2928,https://www.nehnutelnosti.sk/4888107/3-izbovy-byt-balkon-70-m2-karlova-ves-janotova-ulica/,2022-12-07
179000,3653,https://www.nehnutelnosti.sk/4878479/predam-prijemny-byt-v-lokalite-bratislava-id-103987/,2022-12-07
219000,3085,https://www.nehnutelnosti.sk/4934548/arthur-predaj-pekny-3-izbovy-byt/,2022-12-07
195000,2786,https://www.nehnutelnosti.sk/4906981/predaj-svetly-a-utulny-3-izb-byt-vo-vybernej-lokalite-dlhe-diely-karlova-ves/,2022-12-07
229900,3238,https://www.nehnutelnosti.sk/4853840/predaj-kompletne-prerobeneho-3i-bytu-s-priestrannou-loggiou-na-lackovej-ul/,2022-12-07
221900,3216,https://www.nehnutelnosti.sk/4932105/exkluzivne-na-predaj-3-izbovy-byt-s-peknym-vyhladom-v-karlovej-vsi/,2022-12-07
178900,2982,https://www.nehnutelnosti.sk/4896366/slnecny-a-dobre-dispozicne-rieseny-trojizbovy-byt/,2022-12-07
219000,3085,https://www.nehnutelnosti.sk/4847172/predaj-zariadeny-3-izbovy-byt-s-loggiou/,2022-12-07
294990,3138,https://www.nehnutelnosti.sk/4936408/nova-cena-predaj-3d-obhliadka-3-izboveho-bytu-so-satnikom-a-velkou-loggiou-na-malokarpatskom-names/,2022-12-07
214000,2886,https://www.nehnutelnosti.sk/4936101/house-weber-i-hlavacikova-3i-byt-74m2-zrekonstruovany-byt-aj-bytovy-dom-mesacne-naklady-iba-1/,2022-12-07
254900,3586,https://www.nehnutelnosti.sk/4523509/rezervovane-slnecny-3-izb-byt-s-loggiou-a-krasnym-vyhladom-tomankova-ul-karlova-ves/,2022-12-07
199000,3002,https://www.nehnutelnosti.sk/4934748/3-izbovy-byt-s-velkou-loggiou-v-dubravke-garaz/,2022-12-07
229000,2862,https://www.nehnutelnosti.sk/4934128/zrekonstruovany-4-izb-byt-v-dubravke-na-predaj/,2022-12-07
230000,3382,https://www.nehnutelnosti.sk/4934171/na-predaj-3-izbovy-byt-karlova-ves-jana-stanislava/,2022-12-07
344900,4106,https://www.nehnutelnosti.sk/4930889/agatova-bezbarierovy-nadstandardne-zariadeny-byt-s-2-balkonmi/,2022-12-07
222000,2810,https://www.nehnutelnosti.sk/4871034/priestranny-3-izbovy-byt-s-krasnym-vyhladom-v-lamaci/,2022-12-07
419000,4268,https://www.nehnutelnosti.sk/4912072/na-predaj-nadstandardne-zariadeny-3-izb-byt-s-parkovacim-statim-v-projekte-rezidencia-cubicon/,2022-12-07
205000,3060,https://www.nehnutelnosti.sk/4931140/predaj-3-izbovy-byt-v-dubravke-s-velkou-lodziou/,2022-12-07
268000,3153,https://www.nehnutelnosti.sk/4871770/novostavba-3i-na-byvanie-1i-homeoffice-s-vlastnou-kupelnou/,2022-12-07
195000,2787,https://www.nehnutelnosti.sk/4911479/predaj-3-izbovy-byt-karlova-ves-koliskova-ulica/,2022-12-07
259000,3597,https://www.nehnutelnosti.sk/4458816/afyreal-predaj-slnecny-3izb-byt-pribisova-loggia-s-vyhradenym-parkov-miestom/,2022-12-07
199500,3006,https://www.nehnutelnosti.sk/4930585/sra-3-izb-byt-vo-vyhladavanej-lokalite-bratislavy-karlovej-vsi/,2022-12-07
215000,2792,https://www.nehnutelnosti.sk/4862538/predam-3-izbovy-byt-dubravka/,2022-12-07
239500,3507,https://www.nehnutelnosti.sk/4856871/predaj-3-izboveho-zrekonstruovaneho-bytu-samostatne-izby-bratislava-iv-karlova-ves-jurigovo-na/,2022-12-07
195000,2566,https://www.nehnutelnosti.sk/4833765/3-izbovy-byt-v-povodnom-stave-dubravka/,2022-12-07
209990,3042,https://www.nehnutelnosti.sk/4915138/zrekonstruovany-3-izb-byt-pri-lese-s-krasnym-vyhladom/,2022-12-07
189000,3000,https://www.nehnutelnosti.sk/4918453/slnecny-3i-byt-v-zrekonstruovanej-bytovke/,2022-12-07
189000,2953,https://www.nehnutelnosti.sk/4886175/na-predaj-3-izbovy-byt-v-povodnom-stave/,2022-12-07
209900,3028,https://www.nehnutelnosti.sk/4917028/vyborna-lokalita-karlova-ves-3-izb-byt-po-rekonstrukcii/,2022-12-07
480000,2212,https://www.nehnutelnosti.sk/4915882/kvalitny-3-izb-byt-so-zahradou-a-parkovanim/,2022-12-07
239900,2696,https://www.nehnutelnosti.sk/4864154/na-predaj-4i-byt-prerobeny-na-velky-3-izbovy-2-x-loggia-dlhe-diely/,2022-12-07
249900,3245,https://www.nehnutelnosti.sk/4908191/3-izbovy-byt-s-lodziou-pivnicou-a-tichou-orientaciou-pod-lesom-bakosova-ulica-lamac/,2022-12-07
190000,3016,https://www.nehnutelnosti.sk/4903165/prakticky-3-izbovy-byt-v-karlovej-vsi/,2022-12-07
181900,2526,https://www.nehnutelnosti.sk/4872646/predaj-3-izb-bytu-s-logiou-72-m2-povodny-stav-9-9-podl-veternicova-ul-ba-iv-dlhe-diely/,2022-12-07
240000,3492,https://www.nehnutelnosti.sk/4900154/3i-byt-s-krasnym-vyhladom-s-balkonom-a-loggiou-dlhe-diely/,2022-12-07
250000,3425,https://www.nehnutelnosti.sk/4899271/3-izbovy-byt-na-predaj-dlhe-diely/,2022-12-07
209990,2917,https://www.nehnutelnosti.sk/4890347/pekny-3-izbovy-byt-na-predaj-v-bratislave-dubravke/,2022-12-07
269000,3893,https://www.nehnutelnosti.sk/4872373/predaj-3-izb-zrekonstruovany-a-ciastocne-zariadeny-byt-na-majernikovej-ul/,2022-12-07
269000,3293,https://www.nehnutelnosti.sk/4854139/kompletne-zariadeny-priestranny-3-i-byt-novostavba-s-parkovacim-miestom-dom-mamapapa-2-loggie/,2022-12-07
210000,3134,https://www.nehnutelnosti.sk/4866128/bytoc-rk-na-predaj-3-izb-byt-67-m2-velka-loggia-10-m2-v-ba-karlova-ves-pupavova-ul/,2022-12-07
224900,3073,https://www.nehnutelnosti.sk/4848542/rezervovane-krasny-3-izbovy-byt-v-blizkosti-lesa-dlhe-diely/,2022-12-07
239500,3110,https://www.nehnutelnosti.sk/4858866/jurigovo-nam-3-izb-byt-na-predaj/,2022-12-07
